PartCode,GTIN
90001,00049485900016
901,00049485009016
902,00049485009023
903,00049485009030
904,00049485009047
905,00049485009054
906,00049485009061
907,00049485009078
908,00049485009085
909,00049485009092
910,00049485009108
91010,00049485910107
91020,00049485910206
91040,00049485910404
91050,00049485910503
91060,00049485910602
91070,00049485910701
91081,50758108717638
911,00049485009115
91100,00049485911005
91120,00049485911203
91130,00049485911302
91131,10734730623068
91132,00806795561210
91140,00049485911401
91141,10889356002756
91150,00049485911500
91151,10889356002770
91152,00049485911524
91153,00806795561203
91154,00049485911548
91160,00049485911609
91171,00049485911715
91191,10889356002725
912,00049485009122
91200,00049485912002
91210,00049485912101
91220,00049485912200
91231,10049485912313
913,00049485009139
914,00049485009146
915,00049485009153
916,00049485009160
916B,20049485009164
917,00049485009177
918,00049485009184
920,00049485009207
92010,10049485920103
92020,10049485920202
92030,00049485920304
92040,00049485920403
92050,00049485920502
92061,00049485920618
92130,00049485921301
92131,00049485921318
92150,00049485921509
922,00049485009221
923,00049485009238
924,00049485009245
924V,80049485009241
925,00049485009252
926,00049485009269
926A,10049485009266
926B,20049485009263
927,00049485009276
928,00049485009283
929,00049485009290
930,00049485009306
931,00049485009313
932,00049485009320
932A,10049485009327
933,00049485009337
934,00049485009344
935,00049485009351
935A,10049485009358
936,00049485009368
936A,10049485009365
937,00049485009375
938,00049485009382
939,00049485009399
940,00049485009405
941,00049485009412
942,00049485009429
943,00049485009436
944,00049485009443
945,00049485009450
945B,20049485009454
946,00049485009467
946A,10049485009464
947,00049485009474
948,00049485009481
948A,10049485009488
948B,20049485009485
949,00049485009498
949A,10049485009495
950,00049485009504
95010,00049485950103
951,00049485009511
952,00049485009528
953,00049485009535
954,00049485009542
955A,10049485009556
956,00049485009566
957,00049485009573
958,00049485009580
959,00049485009597
960,00049485009603
96010,10049485960109
96020,00049485960201
96030,00049485960300
96040,00049485960409
96050,00049485960508
96060,00049485960607
96070,00049485960706
96090,00049485960904
961,00049485009610
96100,00049485961000
96102,00734730548579
96103,00049485961031
96104,00806795561227
96110,00049485961109
961B,20049485009614
962,00049485009627
963,00049485009634
963B,20049485009638
964,00049485009641
965,00049485009658
966,00049485009665
967,00049485009672
967D,40049485009670
968,00049485009689
969,00049485009696
970,00049485009702
97020,00049485970200
97030,00049485970309
97040,00049485970408
97050,00049485970507
97060,00049485970606
97070,00049485970705
97081,10049485970818
971,00049485009719
97101,00049485971016
97111,00049485971115
97121,00049485971214
972B,20049485009720
974,00049485009740
975,00049485009757
9757,00049485097570
976,00049485009764
977,10049485009778
978,00049485009788
979,00049485009795
980,00049485009801
98010,00049485980100
98021,10049485980213
98030,10049485980305
98040,10049485980404
98051,00049485980513
98070,00049485980704
98081,00049485980810
98090,00049485980902
981,00049485009818
98100,00049485981008
98111,00049485981114
982,00049485009825
982B,20049485009829
982T,70049485009824
983,00049485009832
984,00049485009849
985,00049485009856
986,00049485009863
988,00049485009887
989,00049485009894
990,00049485009900
99010,00049485990109
991,00049485009917
992,00049485009924
993,00049485009931
994,00049485009948
995,00049485009955
996,00049485009962
997,00049485009979
998,00049485009986
998B,20049485009980
999,00049485009993
99999,00049485999997
A680,00049485006800
A688,00049485006886
A690,00049485006909
A691,00049485006916
A695,00049485006954
A697,00049485006978
A708,70049485007080
A712,70049485007127
A714,70049485007141
A716,70049485007165
A718,70049485007189
A719,70049485007196
A729,70049485007295
A732,70049485007325
C[P5057,1049485050572
C0913,10049485009136
C0913A,30049485009130
C0913B,00855594007917
C1083,30049485010839
C1148B,20049485011488
C40151,30049485401514
C42270,30049485422700
C42490,30049485424902
C42490A,10049485424908
C42491,30049485424919
C425,30049485004258
C42500A,10049485425004
C42501,30049485425015
C42870,30049485428702
C42870A,10049485428708
C42871,30049485428719
C430,30049485004302
C437,30049485004371
C450,30049485004500
C47470,30049485474709
C47470A,10049485474705
C47471,30049485474716
C48310,30049485483107
C48320,30049485483206
C48410,30049485484104
C48420,30049485484203
C48430,30049485484302
C48461,30049485484616
C48471,30049485484715
C48481,30049485484814
C48610,30049485486108
C5025,30049485050255
C5025A,10049485050251
C5025B,20049485050258
C5025C,30049485050255
C5025CE,20049485050258
C5026,30049485050262
C5026B,20049485056267
C5026CE,30049485050262
C5050,30049485050507
C5050B,20049485050500
C5050C,30049485050507
C5813,30049485058138
C5903,30049485059036
C60101,30049485601013
C60160,30049485601600
C60160B,10049485601606
C60410,30049485604106
C61060,30049485610602
C61060B,10049485610608
C613,30049485006139
C62010,30049485620106
C62060,30049485620601
C62060B,20049485620604
C63160,30049485631607
C63160B,20049485631600
C63170,30049485631706
C63170B,20049485631709
C64021,30049485640210
C64021B,20049485640213
C64022,30049485640227
C64040,30049485640401
C64090,30049485640906
C64110,30049485641101
C64140,30049485641408
C64140B,20049485641401
C64230,30049485642306
C64231,30049485642313
C64270,30049485642702
C64270B,20049485642705
C64284,30049485642849
C64284A,10049485642845
C64284B,20049485642842
C64300,30049485643006
C64340,30049485643402
C67850,20049485678506
C67870,30049485678701
C67910,30049485679104
C68310,30049485683101
C68310B,20049485683104
C70020,30049485700204
C70031,30049485700310
C70060,10049485700606
C70060A,30049485700600
C70061,3004948570067
C70080,30049485700808
C70081,20049485700818
C70090,30049485700907
C70100,30049485701003
C70140,30049485701409
C70180,30049485701805
C70180A,10049485701801
C70181,30049485701812
C70190,30049485701904
C702,30049485007020
C70230,10049485702303
C702A,10049485007026
C705,30049485007051
C70500,30049485705001
C705A,10049485007057
C72040,30049485720400
C72060,30049485720608
C722,30049485007228
C73010,30049485730102
C73010A,10049485730108
C73011,30049485730119
C73020,30049485730201
C73070,30049485730706
C73090A,10049485730900
C73091,3004948573091
C73100,30049485731000
C73100A,10049485731006
C73200,30049485732007
C73200A,10049485732003
C73201,30049485732014
C73500,30049485735008
C73500A,10049485735004
C73501,30049485735015
C75020,30049485750209
C75070,30049485750704
C75070A,10049485750700
C75071,30049485750711
C75280,30049485752807
C75280A,10049485752803
C75360,30049485753606
C75360A,10049485753602
C75361,30049485753613
C75730,30049485757307
C76010,30049485760109
C77050,30049485770504
C78010,30049485780107
C841,30049485008416
C842,30049485008423
C844,30049485008447
C845,30049485008454
C846,30049485008461
C848,30049485008485
C849,30049485008492
C850,30049485008508
C851,30049485008515
C860,30049485008607
C866,30049485008669
C877,30049485008775
C878,30049485008782
C883,30049485008836
C885,30049485008850
C886,30049485008867
C887,30049485008874
C888,30049485008881
C888A,10049485008887
C890,30049485008904
C892,30049485008928
C894,30049485008942
C895,30049485008959
C897,30049485008973
C898,30049485008980
C899,30049485008997
C901,30049485009017
C901A,30049485009017
C902,30049485009024
C905,30049485009055
C91110,30049485911105
C91120,30049485911204
C91180,30049485911808
C919,30049485009192
C921,30049485009215
C923,30049485009239
C924,30049485009246
C937,30049485009376
C945,30049485009451
C946,30049485009468
C965,30049485009659
C97010,30049485970102
C97090,30049485970904
C97091,30049485970911
C97100,30049485971000
C973,30049485009734
C98060,30049485980606
C987,30049485009871
C987A,10049485009877
C999,30049485009994
CP5020,10049485050206
CP5021,10049485050213
CP5022,10049485050220
CP5023,10049485050237
CP5025,10049485050251
CP5026,10049485050268
CP5027,10049485050275
CP5028,10049485050282
CP5029,10049485050299
CP5030,10049485050305
CP5033,10049485050336
CP5035,10049485050350
CP5036,10049485050367
CP5038,10049485050381
CP5039,10049485050398
CP5040,10049485050404
CP5041,10049485050411
CP5045,10049485050459
CP5046,10049485050466
CP5047,10049485050473
CP5048,10049485050480
CP5049,10049485050497
CP5051,10049485050510
CP5052,10049485050527
CP5053,10049485050534
CP5054,10049485050541
CP5056,10049485050565
CP5057,10049485050572
CP5090,10049485050909
CP5106,10049485051067
CP5107,10049485051074
CP5108,10049485051081
CP5109,10049485051098
CP515,10049485005152
CP5150,10049485051500
CP5151,10049485051517
CP5152,10049485051524
CP5156,10049485051562
CP5157,10049485051579
CP5162,10049485051623
CP5163,10049485051630
CP519,10049485005190
CP5203,10049485052033
CP5205,10049485052057
CP5219,10049485052194
CP5222,10049485052224
CP5224,10049485052248
CP5228,10049485052286
CP5230,10049485052309
CP5232,10049485052323
CP5234,10049485052347
CP5235,10049485052354
CP5236,10049485052361
CP5238,10049485052385
CP5239,10049485052392
CP5240,10049485052408
CP5241,10049485052415
CP5242,10049485052422
CP5244,10049485052446
CP5245,10049485052453
CP5246,10049485052460
CP5249,10049485052491
CP5250,10049485052507
CP5251,10049485052514
CP5252,10049485052521
CP5253,10049485052538
CP5254,10049485052545
CP5256,10049485052569
CP5257,10049485052576
CP5258,10049485052583
CP5267,10049485052675
CP5269,10049485052699
CP5271,10049485052712
CP5280,10049485052804
CP5303,10049485053030
CP5304,10049485053047
CP5307,10049485053078
CP5309,10049485053092
CP5316,10049485053160
CP5320,10049485053207
CP5326,10049485053269
CP5332,10049485053320
CP5333,10049485053337
CP5334,10049485053344
CP5337,10049485053375
CP5338,10049485053382
CP5339,10049485053399
CP5340,10049485053405
CP5341,10049485053412
CP5342,10049485053429
CP5343,10049485053436
CP5344,10049485053443
CP5345,10049485053450
CP5346,10049485053467
CP5347,10049485053474
CP5348,10049485053481
CP5360,10049485053603
CP5391,10049485053917
CP5393,10049485053931
CP5394,10049485053948
CP5395,10049485053955
CP5396,10049485053962
CP5397,10049485053979
CP5401,10049485054013
CP5402,10049485054020
CP5406,10049485054068
CP5407,10049485054075
CP5414,10049485054143
CP5416,10049485054167
CP5417,10049485054174
CP5421,10049485054211
CP5422,10049485054228
CP5424,10049485054242
CP5425,10049485054259
CP5426,10049485054266
CP5429,10049485054297
CP5430,10049485054303
CP5431,10049485054310
CP5432,10049485054327
CP5433,10049485054334
CP5434,10049485054341
CP5435,10049485054358
CP5436,10049485054365
CP5437,10049485054372
CP5438,10049485054389
CP5439,10049485054396
CP5440,10049485054402
CP5441,10049485054419
CP545,10049485005459
CP550,10049485005503
CP5501,10049485055010
CP5502,10049485055027
CP5515,10049485055157
CP5518,10049485055188
CP552,10049485005527
CP5521,10049485055218
CP5523,10049485055232
CP5528,10049485055287
CP5529,10049485055294
CP5530,10049485055300
CP5531,10049485055317
CP5532,10049485055324
CP5533,10049485055331
CP5536,10049485055362
CP5537,10049485055379
CP5538,10049485055386
CP5543,10049485055430
CP5561,10049485055614
CP5578,10049485055782
CP5580,10049485055805
CP5590,10049485055904
CP5591,10049485055911
CP5592,10049485055928
CP5593,10049485055935
CP5594,10049485055942
CP5595,10049485055959
CP5596,10049485055966
CP5597,10049485055973
CP5598,10049485055980
CP5601,10049485056017
CP5602,10049485056024
CP5603,10049485056031
CP5604,10049485056048
CP5607,10049485056079
CP5608,10049485056086
CP5609,10049485056093
CP5610,10049485056109
CP5611,10049485056116
CP5612,10049485056123
CP5613,10049485056130
CP5614,10049485056147
CP5615,10049485056154
CP5617,10049485056178
CP5619,10049485056192
CP5620,10049485056208
CP5621,10049485056215
CP5622,10049485056222
CP5623,10049485056239
CP5624,10049485056246
CP5625,10049485056253
CP5626,10049485056260
CP5627,10049485056277
CP5628,10049485056284
CP5629,10049485056291
CP563,10049485005633
CP5630,10049485056307
CP5631,10049485056314
CP5632,10049485056321
CP5633,10049485056338
CP5635,10049485056352
CP5637,10049485056376
CP5638,10049485056383
CP5639,10049485056390
CP5640,10049485056406
CP5641,10049485056413
CP5642,10049485056420
CP5643,10049485056437
CP5644,10049485056444
CP5645,10049485056451
CP5646,10049485056468
CP5647,10049485056475
CP5648,10049485056482
CP5649,10049485056499
CP5650,10049485056505
CP5651,10049485056512
CP5652,10049485056529
CP5653,10049485056536
CP5654,10049485056543
CP5655,10049485056550
CP5656,10049485056567
CP5657,10049485056574
CP5658,10049485056581
CP5659,10049485056598
CP5660,10049485056604
CP5661,10049485056611
CP5662,10049485056628
CP5663,10049485056635
CP5664,10049485056642
CP5665,10049485056659
CP5666,10049485056666
CP5667,10049485056673
CP5668,10049485056680
CP5669,10049485056697
CP567,10049485005671
CP5670,10049485056703
CP5671,10049485056710
CP5672,10049485056727
CP5673,10049485056734
CP5674,10049485056741
CP5675,10049485056758
CP5676,10049485056765
CP5677,10049485056772
CP5678,10049485056789
CP5679,10049485056796
CP568,10049485005688
CP5680,10049485056802
CP5681,10049485056819
CP5682,10049485056826
CP5683,10049485056833
CP5684,10049485056840
CP5685,10049485056857
CP5685B,10049485568527
CP5686,10049485056864
CP5687,10049485056871
CP5688,10049485056888
CP5689,10049485056895
CP5690,10049485056901
CP5691,10049485056918
CP5692,10049485056925
CP5693,10049485056932
CP5694,10049485056949
CP5695,10049485056956
CP5696,10049485056963
CP5697,10049485056970
CP5698,10049485056987
CP5699,10049485056994
CP578,10049485005787
CP579,10049485005794
CP5801,10049485058011
CP5802,10049485058028
CP5803,10049485058035
CP5804,10049485058042
CP5813,10049485058134
CP5814,10049485058141
CP5815,10049485058158
CP5816,10049485058165
CP5817,10049485058172
CP5818,10049485058189
CP5819,10049485058196
CP5820,10049485058202
CP5821,10049485058219
CP5822,10049485058226
CP5823,10049485058233
CP5824,10049485058240
CP5840,10049485058400
CP5841,10049485058417
CP5842,10049485058424
CP5843,10049485058431
CP5844,10049485058448
CP5845,10049485054853
CP5846,10049485058462
CP5847,10049485058479
CP5848,10049485058486
CP5849,10049485058493
CP5850,10049485058509
CP5851,10049485058516
CP5853,10049485058530
CP5855,10049485058554
CP5860,10049485058608
CP5861,10049485058615
CP5862,10049485058622
CP5868,10049485058684
CP5869,10049485058691
CP5872,10049485058721
CP5874,10049485058745
CP5875,10049485058752
CP5876,10049485058769
CP5877,10049485058776
CP5878,10049485058783
CP5879,10049485058790
CP5880,10049485058806
CP5882,10049485058820
CP5883,10049485058837
CP5886,10049485058868
CP5887,10049485058875
CP5888,10049485058882
CP5889,10049485058899
CP5890,10049485058905
CP5982,20049485059824
DUMMY,00049485000006
O5626,60049485056265
O5684,60049485056845
QA9999,00049485100003
RD2192H,90049485219289
RD2397O,90049485023978
RD2399K,90049485023992
RD2407,90049485124071
RD2407L,90049485224078
RD2407P,90049485924077
RD2433G,90049485124330
RD2460C,90049485124606
RD2460D,90049485224603
RD2523B,90049485252323
RD2523C,90049485252330
RD2596,90049485025965
RD2624I,90049485262490
RD2684,90049485268409
RD2688,90049485026887
RD2689,90049485026894
RD2696,90049485026962
RD2696A,90049485269611
RD2696F,90049485269666
RD2697,90049485026979
RD2722,90049485027228
RD2723,90049485027235
RD2724,90049485027242
RD2744,90049485027440
RD2750G,90049485275070
RD2757A,90049485275711
RD2825A,90049485282511
RD2831B,90049485283129
RD2843,90049485028430
RD2844,90049485028447
RD2845,90049485028546
RD2848,90049485028485
RD2854,90049485028546
RD2876,90049485028768
RD2896,90049485028966
RD2903,90049485029031
RD2904,90049485029048
RD2933,90049485029338
RD2937,90049485029376
RD2939,90049485029390
RD2942,90049485029420
RD2945A,90049485029451
RD2946,90049485029468
RD2946A,90049485294613
RD2949C,90049485029499
RD2952,90049485029529
RD2954,90049485029543
RD2955I,90049485029550
RD2962,90049485029628
RD2966D,90049485296648
RD2981A,90049485298116
RD2981C,90049485298130
RD2988B,90049485029888
RD2988C,90049485298833
RD2992,90049485029925
RD2995,10029800113984
RD3006A,90049485030068
RD3022C,90049485030228
RD3049E,90049485030495
RD3058,90049485030587
RD3064E,90049485030648
RD3066D,90049485030662
RD3072NN,90049485030723
RD3072Z,90049485030723
RD3133I,90049485031331
RD3263B,90049485032635
RD3263D,90049485326345
RD3263E,90049485326352
RD3263F,90049485326369
RD3263G,90049485326376
RD3263H,90049485326383
RD3263J,90049485326307
RD3263K,90049485326314
RD3263L,90049485326321
RD3313A,90049485331318
RD3313B,90049485331325
RD3362,90049485033625
RD3377,90049485033779
RD3467M,90049585346701
RD3688A,0049485RD3688A
RD3688B,0049485RD3688B
RD3688C,0049485RD3688C
RD3688D,0049485RD3688D
RD3720,90049485037203
RD3744,90049485037449
RD3749,90049485034794
RD3763N,90049485376302
RD3763O,90049485376319
RD3763P,90049485376326
RD3773E,90049485037739
RD3773F,90049485377361
RD3866,90049485038668
RD3866A,90049485386615
RD3900,90049485039009
RD3930,20049485056618
RD3931,20049485056618
RD3934,90049485039344
RD3935,00049485637219
RD3936,90049485039368
RD3976,90049485039764
RD3985,90049485039856
RD3986,90049485039863
RD3987,90049485039870
RD3996,90049485039962
RD4142U,90049485041422
RD4170C,90049485041705
RD4175I,90049485041750
RD4242,90049485042429
RD4242R,90049485142427
RD4242T,90049485242424
RD4295A,90049485042955
RD4357,90049485043570
RD4381,90049485043815
RD75931,90049485759310
S40000,80049485400000
S40020,80049485400208
S40030,80049485400307
S40040,80049485400406
S40050,80049485400505
S40070,80049485400703
S40080,80049485400802
S40091,80049485400918
S40101,8004948540104
S40130,80049485401304
S40151,80049485401519
S41020,80049485410207
S41190,80049485411907
S42010,80049485420107
S42060,80049485420602
S42130,80049485421302
S42180,80049485421807
S42220,80049485422200
S42250,80049485422507
S42261,80049485422613
S42280,80049485422804
S42320,80049485423207
S42330,80049485423306
S42401,80049485424013
S42491,80049485424914
S43030,80049485430304
S43070,80049485430700
S43120,80049485431202
S43200,80049485432001
S43250,80049485432506
S43320,80049485433206
S43370,80049485433701
S43390,80049485433909
S43400,80049485434005
S43420,80049485434203
S43470,80049485434708
S43471,80049485434715
S43480,30049485434802
S43570,80049485435705
S43721,80049485437211
S44010,80049485440105
S44020,80049485440204
S44060,80049485440600
S44120,80049485441201
S44130,80049485441300
S44150,80049485441508
S44250,80049485442505
S44260,80049485442604
S44270,80049485442703
S44440,80049485444400
S45010,80049485450104
S45110,80049485451101
S45241,80049485452412
S46020,80049485460202
S46021,80049485460219
S46030,80049485460301
S46190,00049485461906
S46210,80049485462107
S46271,80049485462718
S46641,80049485466419
S47030,80049485470300
S47050,80049485470508
S47070,80049485470706
S47100,80049485471000
S47120,80049485471208
S47141,80049485471413
S47170,80049485471703
S47300,80049485473004
S47330,80049485473301
S47350,80049485473509
S47450,80049485474506
S47570,80049485475701
S47571,80049485475718
S47572,80049485475725
S47651,80049485476517
S49080,30049485490808
S49211,80049485492111
S49751,80049485497512
S49871,80049485498717
S49881,80049485498816
S5000,80049485050007
S5030,80049485050304
S5110,80049485051103
S5111,80049485051110
S515,80049485005151
S5150CE,80049485051509
S5151CE,80049485051516
S5205,80049485052056
S5205CE,80049485052056
S5228,80049485052285
S5230,80049485052308
S5235,80049485052353
S5236,80049485052360
S5250,80049485052506
S5337CE,80049485053374
S5391CE,80049485053916
S5401CE,80049485054012
S5416,80049485054166
S5416CE,80049485054166
S5421,80049485054210
S545,80049485005458
S545CE,80049485005458
S550,80049485005502
S550CE,80049485005502
S5578,80049485055781
S5578CE,80049485055781
S5590CE,80049485055903
S5591CE,80049485055910
S5614,80049485056146
S5626,80049485056269
S5649,80049485056498
S5659,80049485056597
S5660,80049485056603
S5661,80049485056610
S5662,80049485056627
S5663,80049485056634
S5664,80049485056641
S5667,80049485056672
S5668,80049485056689
S5684,80049485056849
S5691,80049485056917
S5705,80049485057051
S5705CE,80049485057051
S5708,80049485057082
S5708CE,80049485057082
S5712CE,80049485057129
S5715CE,80049485057150
S5718,80049485057181
S5750,80049485057501
S5750CE,80049485057501
S5751CE,80049485057518
S5754,80049485057549
S5756,80049485057563
S5757,80049485057570
S5758,80049485057587
S5759,80049485057594
S5761,80049485057617
S578,80049485005786
S578CE,80049485005786
S579,80049485005793
S579CE,80049485005793
S5872,80049485058720
S60030,80049485600301
S60040,80049485600400
S60050,80049485600509
S60110,80049485601100
S60270,80049485602701
S60280,80049485602800
S60311,80049485603111
S60321,80049485603210
S60470,80049485604705
S60472,80049485604729
S64040,80049485640406
S64241,80049485642417
S64283,80049485642837
S66120,80049485661203
S70071,80049485700711
S705,80049485007056
S71681,80049485716811
S722,80049485007223
S73020,80049485730206
S73030,80049485730305
S73050,80049485730503
S73060,80049485730602
S74010,80049485740106
S74020,80049485740205
S74030,80049485740304
S74060,80049485740601
S74080,80049485740809
S74090,80049485740908
S74111,80049485741110
S75010,80049485750105
S75020,80049485750204
S75030,80049485750303
S75040,80049485750402
S75100,80049485751003
S75120,80049485751201
S75131,80049485751317
S75150,80049485751508
S75151,80049485751515
S75240,80049485752406
S75290,80049485752901
S75391,80049485753915
S75421,50758108718529
S75441,80049485754417
S75451,80049485754516
S75501,80049485755018
S75571,80049485755711
S75681,80049485756817
S75801,80049485758019
S75921,80049485759214
S77011,80049485770110
S77100,80047485771007
S77130,80049485771308
S77301,80049485773012
S77441,80049485774415
S77641,80049485776419
S79030,80049485790309
S79060,80049485790606
S79111,80049485791115
S79190,00049485791904
S79240,80049485792402
S79481,80049485794819
S79521,80049485795212
S79651,80049485796516
S79711,10767367003187
S79711-02,80049485097118
S91081,50758108718512
